BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate,Full_name
72,EM,False,,Steven,T,Selikoff,,2,,,{7455FEFF-9238-4C29-819F-A4DF6508C0F8},2008-11-24 00:00:00,Steven T Selikoff
73,EM,False,,Carole,M,Poland,,2,,,{4EE4FAF4-9C85-4022-B07F-956F1C5595D5},2008-12-12 00:00:00,Carole M Poland
74,EM,False,,Bjorn,M,Rettig,,1,,,{056617D9-E65F-41C7-98AF-9C14C4569652},2008-12-31 00:00:00,Bjorn M Rettig
75,EM,False,,Michiko,F,Osada,,0,,,{670CE5A5-2B86-4AD7-AEF5-DF2AAAC4A6AB},2009-01-19 00:00:00,Michiko F Osada
76,EM,False,,Carol,M,Philips,,2,,,{7AC771B3-347A-49FA-9298-487B02FA359D},2009-02-05 00:00:00,Carol M Philips
77,EM,False,,Merav,A,Netz,,0,,,{F9427582-FD1B-45DE-922D-2C2C58CEA0F7},2009-02-24 00:00:00,Merav A Netz
78,EM,False,,Reuben,H,D'sa,,2,,,{AEBEAA5B-D861-4703-A959-6D0F6F4CDF74},2008-12-08 00:00:00,Reuben H D'sa
79,EM,False,,Eric,L,Brown,,0,,,{D0EFAF3A-04DC-442F-9AA1-926C38105241},2010-01-17 00:00:00,Eric L Brown
80,EM,False,,Sandeep,P,Kaliyath,,2,,,{7E5B79F9-5B7A-41DC-850F-23B4764B5161},2010-01-10 00:00:00,Sandeep P Kaliyath
81,EM,False,,Mihail,U,Frintu,,0,,,{1062CA88-998C-472C-8BD5-9F3D4BC4D2FB},2009-12-22 00:00:00,Mihail U Frintu
82,EM,False,,Jack,T,Creasey,,0,,,{ED8B39AF-5DA5-405F-8C38-A6C3AC25CA1B},2010-02-24 00:00:00,Jack T Creasey
83,EM,False,,Patrick,M,Cook,,0,,,{F03E1512-0DC2-4329-8F21-6C5DBB9996F3},2010-02-05 00:00:00,Patrick M Cook
84,EM,False,,Frank,R,Martinez,,1,,,{B66AB99E-691C-4CAC-B62D-579816800BFA},2010-01-29 00:00:00,Frank R Martinez
85,EM,False,,Brian,Richard,Goldstein,,0,,,{61CE0232-4144-48AE-BA3B-1D509505F106},2009-12-04 00:00:00,Brian Richard Goldstein
86,EM,False,,Ryan,L,Cornelsen,,2,,,{0E3F7512-87A6-4C0D-9E02-30919A75BF60},2008-12-29 00:00:00,Ryan L Cornelsen
87,EM,False,,Cristian,K,Petculescu,,1,,,{45FE0378-ED23-4D24-A5F5-11B10B402980},2008-12-15 00:00:00,Cristian K Petculescu
88,EM,False,,Betsy,A,Stadick,,0,,,{C214AB1E-A07E-4A62-9033-19DDE0DE1937},2009-12-11 00:00:00,Betsy A Stadick
89,EM,False,,Patrick,C,Wedge,,0,,,{CD334AC3-EE11-4999-BBA1-7F33DE161124},2010-01-25 00:00:00,Patrick C Wedge
90,EM,False,,Danielle,C,Tiedt,,1,,,{852A07EE-1D24-4810-8121-365DAB884C8D},2010-02-13 00:00:00,Danielle C Tiedt
91,EM,False,,Kimberly,B,Zimmerman,,0,,,{67647D8C-C685-4704-81B7-AE1087CC2C6D},2010-01-05 00:00:00,Kimberly B Zimmerman
92,EM,False,,Tom,M,Vande Velde,,0,,,{A36DA26B-29BA-4627-9731-134D65A53143},2010-03-03 00:00:00,Tom M Vande Velde
93,EM,False,,Kok-Ho,T,Loh,,2,,,{3E4AE757-8C3E-47CC-BC20-528CCF271E3D},2008-12-20 00:00:00,Kok-Ho T Loh
95,EM,False,,Jim,H,Scardelis,,2,,,{A45F89BB-9748-41F8-9FAA-A5D76DF4B029},2008-12-12 00:00:00,Jim H Scardelis
96,EM,False,,Elizabeth,I,Keyser,,0,,,{CB9A2A0C-68E5-475B-9D6D-EBD548FE5B9C},2009-02-23 00:00:00,Elizabeth I Keyser
97,EM,False,,Mandar,H,Samant,,0,,,{907AE318-9FF7-4B56-B52B-5FDCA7BF8A62},2009-02-03 00:00:00,Mandar H Samant
98,EM,False,,Sameer,A,Tejani,,0,,,{F19BE575-4A2E-413D-9BE9-0AF4B75C6FCD},2009-02-04 00:00:00,Sameer A Tejani
100,EM,False,,Lolan,B,Song,,1,,,{DCD41870-A67B-4D7F-B874-92C6854E1D0D},2009-01-05 00:00:00,Lolan B Song
101,EM,False,,Houman,N,Pournasseh,,2,,,{14E39720-994D-42C0-A26D-7877BB264FF5},2009-01-18 00:00:00,Houman N Pournasseh
102,EM,False,,Zheng,W,Mu,,0,,,{17D15AE1-FB50-4303-A509-24C6C553C17D},2008-11-26 00:00:00,Zheng W Mu
103,EM,False,,Ebru,N,Ersan,,2,,,{64A9674E-9625-4EF2-8F4D-357390735C08},2009-11-29 00:00:00,Ebru N Ersan
104,EM,False,,Mary,R,Baker,,2,,,{9E450675-B7F1-47C1-BB64-95E998B57ED4},2009-12-18 00:00:00,Mary R Baker
105,EM,False,,Kevin,M,Homer,,0,,,{1D1C9D2A-EA15-409C-8E32-8F5C6F8F286A},2009-12-18 00:00:00,Kevin M Homer
106,EM,False,,John,T,Kane,,1,,,{4C117C8F-07C6-4B4E-A7D0-B8AD58EED8AE},2010-02-20 00:00:00,John T Kane
107,EM,False,,Christopher,E,Hill,,0,,,{A066751C-B57F-4186-8219-6652AE1189B1},2010-02-01 00:00:00,Christopher E Hill
108,EM,False,,Jinghao,K,Liu,,0,,,{DD35EB13-6D4F-4C82-B33C-D693090722B6},2008-12-01 00:00:00,Jinghao K Liu
109,EM,False,,Alice,O,Ciccu,,1,,,{B5836E66-4251-4D4D-8F49-8E6D9E3C9D64},2008-11-30 00:00:00,Alice O Ciccu
110,EM,False,,Jun,T,Cao,,0,,,{20BDFF3B-3561-482B-B02D-DA9B6183B6D9},2008-12-07 00:00:00,Jun T Cao
111,EM,False,,Suroor,R,Fatima,,0,,,{62C97C5B-5CAB-42C6-813D-C0C75BBBFD7B},2008-12-10 00:00:00,Suroor R Fatima
112,EM,False,,John,P,Evans,,1,,,{FCFA001C-D5BC-455F-9124-21290B4A5304},2008-12-25 00:00:00,John P Evans
113,EM,False,,Linda,K,Moschell,,1,,,{1552D700-1E1C-4725-8074-D8D7D9A49B0E},2008-12-18 00:00:00,Linda K Moschell
114,EM,False,,Mindaugas,J,Krapauskas,,1,,,{7C623D80-0A62-42DE-A355-24715A7160C6},2009-01-06 00:00:00,Mindaugas J Krapauskas
115,EM,False,,Angela,W,Barbariol,,2,,,{8E6ADFD0-2FE0-4EB9-93F2-A04FD877F6DC},2009-01-13 00:00:00,Angela W Barbariol
116,EM,False,,Michael,W,Patten,,0,,,{C31D89BE-1DB6-495B-8699-4669E5FA4B9D},2009-01-24 00:00:00,Michael W Patten
117,EM,False,,Chad,W,Niswonger,,1,,,{1CAC3A75-34AB-45C1-B9F1-7CAA44C76A75},2009-02-11 00:00:00,Chad W Niswonger
118,EM,False,,Don,L,Hall,,0,,,{F369194E-2FF0-4E61-97A7-B821F8B2BAED},2009-02-06 00:00:00,Don L Hall
119,EM,False,,Michael,T,Entin,,1,,,{7533C47D-8E8F-40AC-8383-CF3DF57E3D84},2009-02-18 00:00:00,Michael T Entin
120,EM,False,,Kitti,H,Lertpiriyasuwat,,0,,,{BFADC42C-0D0E-4BDA-94B7-B14E89F5FC69},2009-02-25 00:00:00,Kitti H Lertpiriyasuwat
121,EM,False,,Pilar,G,Ackerman,,0,,,{81F50324-D0B5-4EA5-8B20-F99D46572C76},2008-12-26 00:00:00,Pilar G Ackerman
122,EM,False,,Susan,W,Eaton,,2,,,{84C723AC-F07F-4299-89B1-FAABB9CA47FC},2008-11-30 00:00:00,Susan W Eaton
123,EM,False,,Vamsi,N,Kuppa,,0,,,{37154EFE-002F-4D85-A84B-A8B1FF714BC6},2008-11-30 00:00:00,Vamsi N Kuppa
124,EM,False,,Kim,T,Ralls,,2,,,{7AB39816-FF5A-4F3D-A3DC-88D906EC054F},2008-12-19 00:00:00,Kim T Ralls
125,EM,False,,Matthias,T,Berndt,,0,,,{318BF718-6CCC-4F26-AC81-00EAF17B1BFE},2009-01-13 00:00:00,Matthias T Berndt
126,EM,False,,Jimmy,T,Bischoff,,0,,,{52182904-CFAF-4B2D-8D77-268DE7AB5DA4},2009-02-19 00:00:00,Jimmy T Bischoff
127,EM,False,,David,P,Hamilton,,1,,,{D6532F6D-A832-4266-B0F0-2F874F5A85BA},2008-12-27 00:00:00,David P Hamilton
128,EM,False,,Paul,B,Komosinski,,2,,,{E4145F40-88D2-43F4-A018-9BFB38D6D9FF},2008-11-27 00:00:00,Paul B Komosinski
129,EM,False,,Gary,W,Yukish,,0,,,{09EA8640-ED99-4205-9433-078F1D81D221},2008-12-15 00:00:00,Gary W Yukish
130,EM,False,,Rob,T,Caron,,0,,,{909F01EF-2F6D-44DD-AF8D-1553BED7EACF},2009-02-06 00:00:00,Rob T Caron
131,EM,False,,Baris,F,Cetinok,,2,,,{BA03C1A4-0577-44F5-BFBC-FC701C007F13},2009-02-08 00:00:00,Baris F Cetinok
132,EM,False,,Nicole,B,Holliday,,0,,,{F101C5EE-17B1-4FB0-9CAE-4A88694CEEAA},2009-02-15 00:00:00,Nicole B Holliday
133,EM,False,,Michael,L,Rothkugel,,2,,,{EE04F4CB-977A-48D0-ACB4-D89172FD5AE2},2009-01-03 00:00:00,Michael L Rothkugel
135,EM,False,,Ivo,William,Salmre,,0,,,{DFA4B008-D83F-4828-AAC6-449E683909F5},2008-11-27 00:00:00,Ivo William Salmre
136,EM,False,,Sylvester,A,Valdez,,0,,,{6152BEC3-BB11-43AA-B691-9881CE6DD3F3},2009-12-04 00:00:00,Sylvester A Valdez
137,EM,False,,Anibal,T,Sousa,,0,,,{9B75A538-958C-4C91-987A-B9BCCE683E8A},2009-02-16 00:00:00,Anibal T Sousa
138,EM,False,,Samantha,H,Smith,,0,,,{11EF6F0A-29B6-4541-82F0-2E7A35179E48},2009-01-28 00:00:00,Samantha H Smith
139,EM,False,Mr.,Hung-Fu,T,Ting,,0,,,{739C7553-13E5-4F36-86F6-4775645547AE},2009-12-30 00:00:00,Hung-Fu T Ting
140,EM,False,,Prasanna,E,Samarawickrama,,1,,,{E8673E92-31F6-42F4-A65C-A595D3F899F6},2010-01-15 00:00:00,Prasanna E Samarawickrama
141,EM,False,,Min,G,Su,,0,,,{3BB0243E-11E3-4E5C-8DB5-6B927C71432E},2010-01-17 00:00:00,Min G Su
142,EM,False,,Olinda,C,Turner,,0,,,{BF741CEC-34E0-4B44-99C2-E0382FCD9E8E},2010-02-25 00:00:00,Olinda C Turner
144,EM,False,,Paul,R,Singh,,2,,,{BA4C0109-A2A4-4595-A357-38A64B643E3C},2009-01-10 00:00:00,Paul R Singh
145,EM,False,,Cynthia,S,Randall,,0,,,{F0C15AD6-4CFF-4931-A216-49B635596043},2009-01-20 00:00:00,Cynthia S Randall
148,EM,False,,Jason,M,Watters,,0,,,{00D61032-0D0E-41E3-8F37-B5987C8D5087},2009-01-07 00:00:00,Jason M Watters
149,EM,False,,Andy,M,Ruth,,1,,,{9CFDF60A-083A-44DC-AFE2-D578C76FD55A},2009-01-24 00:00:00,Andy M Ruth
150,EM,False,,Michael,T,Vanderhyde,,2,,,{944AE1F8-E154-4752-9A24-8E8FE85156F3},2009-02-19 00:00:00,Michael T Vanderhyde
151,EM,False,,Rostislav,E,Shabalin,,2,,,{FAA146E7-5C07-4C47-8B66-DCDA9BE58D54},2009-02-12 00:00:00,Rostislav E Shabalin
152,EM,False,,Yuhong,L,Li,,1,,,{866472D1-65C3-4AA7-B15B-F75EF10CB7D8},2009-01-25 00:00:00,Yuhong L Li
153,EM,False,,Hanying,P,Feng,,0,,,{DDAAE515-0A69-4750-B6EE-7AC6629F55B8},2008-12-09 00:00:00,Hanying P Feng
154,EM,False,,Raymond,K,Sam,,0,,,{02717918-B884-41B9-87B3-A0F8C2939EC1},2008-12-16 00:00:00,Raymond K Sam
155,EM,False,,Fadi,K,Fakhouri,,2,,,{3EF14439-76B4-4086-BE8D-0A03A6694425},2008-12-28 00:00:00,Fadi K Fakhouri
156,EM,False,,Lane,M,Sacksteder,,1,,,{8591375E-8ED1-49C8-89F3-52AED00C77F1},2009-01-04 00:00:00,Lane M Sacksteder
157,EM,False,,Linda,A,Randall,,0,,,{EF38AC01-9C58-4CD0-AA39-D12DDA3C3E9C},2009-01-27 00:00:00,Linda A Randall
158,EM,False,,Shelley,N,Dyck,,0,,,{77B7F905-5028-491C-A1DC-80087AAC7817},2009-02-28 00:00:00,Shelley N Dyck
159,EM,False,,Terrence,W,Earls,,1,,,{15365ED2-53AC-4EC7-93BF-89ED5D903167},2009-02-09 00:00:00,Terrence W Earls
160,EM,False,,Jeff,V,Hay,,1,,,{8C7296AB-73DA-4992-8200-833B2C625D50},2009-01-14 00:00:00,Jeff V Hay
161,EM,False,,Kirk,J,Koenigsbauer,,1,,,{35A9A423-C54F-48C5-9527-CF1E93089D92},2008-12-08 00:00:00,Kirk J Koenigsbauer
162,EM,False,,Laura,C,Steele,,0,,,{5FF2682D-D7E7-48A3-9DEF-B60F0B8434FE},2008-12-27 00:00:00,Laura C Steele
163,EM,False,,Alex,M,Nayberg,,1,,,{08CA0103-CA0E-4B52-A20F-590BA3FECDA8},2009-02-01 00:00:00,Alex M Nayberg
164,EM,False,,Andrew,M,Cencini,,0,,,{B1D33171-636C-440C-B4F6-F5F6F1EBBC70},2009-02-27 00:00:00,Andrew M Cencini
165,EM,False,,Chris,T,Preston,,0,,,{9F2D6941-1DE5-4076-9817-7ECCF6C47D55},2009-01-15 00:00:00,Chris T Preston
166,EM,False,,Jack,S,Richins,,0,,,{8F9BCF96-29E1-4BED-9BF4-D8260AD0AF68},2009-02-14 00:00:00,Jack S Richins
167,EM,False,,David,N,Johnson,,0,,,{C2C7021B-3209-45F7-8560-B3132595F9DA},2008-11-25 00:00:00,David N Johnson
168,EM,False,,Garrett,R,Young,,2,,,{DA309209-A597-4D54-B717-D984B38975D1},2008-11-30 00:00:00,Garrett R Young
169,EM,False,,Susan,A,Metters,,1,,,{D8414490-CA5B-4517-BBE9-7FBF4D696771},2008-12-07 00:00:00,Susan A Metters
170,EM,False,,George,Z,Li,,0,,,{E9E65DEB-797B-4B49-B41C-81F1DC593BB9},2008-12-14 00:00:00,George Z Li
171,EM,False,,David,A,Yalovsky,,1,,,{4C1F3E85-AEED-4A7D-A4FE-EEDFB750E45D},2008-12-26 00:00:00,David A Yalovsky
172,EM,False,,Marc,J,Ingle,,2,,,{8A6062D5-1C3A-46BF-A080-F6CF6090E5F0},2009-01-09 00:00:00,Marc J Ingle
173,EM,False,,Eugene,R,Zabokritski,,0,,,{1284B1A5-D53C-4BF9-9777-05108B207103},2009-01-14 00:00:00,Eugene R Zabokritski
174,EM,False,,Benjamin,R,Martin,,2,,,{4430A64D-3D5D-423E-81B9-6C4F9ED88AB7},2009-01-20 00:00:00,Benjamin R Martin
175,EM,False,,Reed,T,Koch,,0,,,{892F02CF-A623-4499-B850-1B46469B597E},2009-01-26 00:00:00,Reed T Koch
176,EM,False,,David,Oliver,Lawrence,,0,,,{0D4723B9-43E8-401D-BCBA-C7DCD8178B8C},2009-02-07 00:00:00,David Oliver Lawrence
177,EM,False,,Russell,M,King,,0,,,{2F67DE81-C40E-4234-8942-C77806FABFA3},2009-02-14 00:00:00,Russell M King
178,EM,False,,John,N,Frum,,2,,,{CE13FF53-4465-4E3A-90DA-2FA0E8F19378},2009-02-24 00:00:00,John N Frum
179,EM,False,,Jan,S,Miksovsky,,0,,,{A0719EB6-7FC8-4DB8-A5DB-EA45A5BEF0E2},2009-02-26 00:00:00,Jan S Miksovsky
180,EM,False,,Katie,L,McAskill-White,,2,,,{FE4EC240-D091-4E90-8F70-E9467FAC3A18},2009-02-13 00:00:00,Katie L McAskill-White
181,EM,False,,Michael,T,Hines,,0,,,{B7004365-FDD8-4FCD-85FB-53A759447180},2008-12-02 00:00:00,Michael T Hines
182,EM,False,,Nitin,S,Mirchandani,,0,,,{4BEF5E3D-5C17-4B16-AAC9-8E3611A4FFE5},2008-12-21 00:00:00,Nitin S Mirchandani
183,EM,False,,Barbara,S,Decker,,0,,,{C175EA91-0A68-49DB-9827-B4528F77D630},2009-01-15 00:00:00,Barbara S Decker
184,EM,False,,John,Y,Chen,,2,,,{5E6EC398-C951-44A2-BEC7-DC1CD17FAACC},2009-02-02 00:00:00,John Y Chen
185,EM,False,,Stefen,A,Hesse,,1,,,{266FCE92-5534-4AC1-B68C-ECD8CEFFCEBC},2009-02-21 00:00:00,Stefen A Hesse
186,EM,False,,Shane,S,Kim,,2,,,{1432F3E8-7CCA-4C56-BDCB-02D5B0302BD9},2009-02-01 00:00:00,Shane S Kim
187,EM,False,,Yvonne,S,McKay,,0,,,{F3A901C1-4D9F-4666-8726-C2C51643A5D6},2008-12-02 00:00:00,Yvonne S McKay
188,EM,False,,Douglas,B,Hite,,1,,,{4CE168C6-28FF-454D-887E-8F96BB2FBA93},2008-12-20 00:00:00,Douglas B Hite
189,EM,False,,Janeth,M,Esteves,,1,,,{A5A5A995-AD0A-4F50-847D-1CA048F11EE3},2009-01-08 00:00:00,Janeth M Esteves
190,EM,False,,Robert,J,Rounthwaite,,0,,,{FBF84B1A-3B42-40FE-8BF0-3094DCF25888},2009-01-26 00:00:00,Robert J Rounthwaite
