Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion
,Abigail,C,Coleman,,0
,Abigail,K,Butler,,0
,Abigail,,Rodriguez,,0
,Abigail,,Washington,,0
,Abigail,E,Jones,,1
,Abigail,A,Griffin,,0
,Abigail,,Martin,,0
,Abigail,L,Diaz,,0
,Abigail,,Thompson,,0
,Abigail,H,Russell,,0
,Abigail,T,White,,0
,Abigail,,Alexander,,2
,Abigail,L,Anderson,,2
,Abigail,M,Price,,1
,Abigail,,Miller,,2
,Abigail,J,Sanders,,0
,Abigail,,Garcia,,1
,Abigail,C,Brooks,,2
,Abigail,,Martinez,,0
,Abigail,,Cox,,2
,Abigail,M,Perry,,0
,Abigail,D,Cooper,,0
,Abigail,,Harris,,1
,Abigail,S,Richardson,,0
,Abigail,,Murphy,,0
,Abigail,,Bell,,0
,Abigail,,Stewart,,0
,Abigail,C,Morgan,,1
,Abigail,,Sanchez,,0
,Abigail,E,Bailey,,2
,Abigail,A,Kelly,,0
,Abigail,J,Cook,,2
,Abigail,D,Rivera,,0
,Abigail,R,Reed,,2
,Abigail,,Howard,,0
,Abigail,C,Morris,,0
,Abigail,,Torres,,0
,Abigail,L,Peterson,,0
,Abigail,,Rogers,,0
,Abigail,S,Ramirez,,0
,Abigail,J,Ward,,0
,Abigail,H,Russell,,0
,Abigail,,Smith,,2
,Abigail,,Stewart,,0
,Abigail,E,Jones,,1
,Abigail,E,Coleman,,0
,Abigail,M,Williams,,0
,Abigail,R,Reed,,2
,Abigail,,Miller,,2
,Abigail,C,Morris,,0
,Abigail,,Johnson,,2
,Abigail,,Sanchez,,0
,Abigail,,Harris,,1
,Abigail,,Rogers,,0
,Abigail,T,White,,0
,Abigail,,Henderson,,0
,Abigail,R,Foster,,0
,Abigail,A,Griffin,,0
,Abigail,,Simmons,,1
,Abigail,,Washington,,0
,Abigail,T,Hughes,,0
,Abigail,W,Simmons,,0
,Abigail,,Patterson,,1
,Abigail,S,Ramirez,,0
,Abigail,M,Long,,0
,Abigail,K,Butler,,0
,Abigail,,Walker,,0
,Abigail,,James,,0
,Abigail,J,Lewis,,2
,Abigail,J,Cook,,2
,Abigail,M,Perry,,0
,Abigail,,Bell,,0
,Abigail,,Rodriguez,,0
,Abigail,K,Bryant,,0
,Abigail,,Clark,,0
,Abigail,,Alexander,,2
Ms.,Abigail,C,Coleman,,0
,Abigail,L,Peterson,,0
,Abigail,R,Henderson,,2
,Abigail,,Torres,,0
,Abigail,I,Ross,,2
,Abigail,J,Ward,,0
,Abigail,R,Robinson,,0
,Abigail,H,Patterson,,1
,Abigail,,Barnes,,1
,Abigail,G,Hughes,,1
,Abigail,,Martinez,,0
,Abigail,,Howard,,0
,Abigail,,Garcia,,1
,Abigail,,Murphy,,0
,Abigail,,Martin,,0
,Abigail,L,Flores,,0
,Abigail,G,Diaz,,2
,Abigail,S,Richardson,,0
,Abigail,L,Anderson,,2
,Abigail,A,Gonzales,,2
,Abigail,,Gonzales,,2
,Abigail,D,Cooper,,0
,Abigail,,Thompson,,0
,Abigail,D,Rivera,,0
,Abigail,E,Bailey,,2
,Abigail,C,Brooks,,2
,Abigail,,Cox,,2
,Abigail,A,Kelly,,0
,Abigail,C,Morgan,,1
,Abigail,H,Wood,,0
,Abigail,B,Powell,,0
,Abigail,M,Price,,1
,Abigail,,Foster,,2
,Abigail,,Jenkins,,0
,Abigail,,Barnes,,0
Ms.,Abigail,J.,Gonzalez,,0
,Abigail,L,Diaz,,0
,Abigail,F,Long,,0
,Abigail,,Ross,,0
,Abigail,J,Sanders,,0
,Abigail,L,Bennett,,2
,Abraham,L.,Swearengin,,0
Mr.,Abraham,L.,Swearengin,,0
,Adam,M,King,,1
,Adam,,Chen,,0
,Adam,A,Campbell,,2
,Adam,W,Zhang,,2
,Adam,A,Hall,,0
,Adam,L,Wang,,0
,Adam,A,Collins,,0
,Adam,,Lal,,0
,Adam,,Scott,,0
,Adam,K,Kumar,,2
,Adam,,Edwards,,0
,Adam,,Hayes,,0
,Adam,H,Evans,,0
,Adam,,Sharma,,0
,Adam,,Mitchell,,0
,Adam,A,Shan,,1
,Adam,,Wright,,1
,Adam,,Jai,,0
,Adam,M,Green,,1
,Adam,,Li,,1
,Adam,D,Perez,,0
,Adam,H,Diaz,,2
,Adam,E,Lopez,,0
,Adam,,Ross,,0
,Adam,,Young,,0
,Adam,J.,Reynolds,Jr.,1
,Adam,B,Nelson,,1
,Adam,,Henderson,,2
,Adam,,Hill,,0
,Adam,M,Jenkins,,2
,Adam,,Baker,,0
,Adam,,Perry,,2
,Adam,K,Turner,,0
,Adam,,Powell,,0
,Adam,R,Phillips,,0
,Adam,,Long,,0
,Adam,,Adams,,1
,Adam,M,Patterson,,1
,Adam,C,Allen,,0
,Adam,,Hughes,,0
,Adam,L,Roberts,,0
,Adam,L,Flores,,0
,Adam,J,Gonzalez,,0
,Adam,G,Washington,,1
,Adam,R,Parker,,1
,Adam,,Griffin,,1
,Adam,W,Hernandez,,0
,Adam,J,Russell,,0
,Adam,,Butler,,2
,Adam,,Simmons,,0
,Adam,,Bryant,,0
,Adam,,Barr,,1
,Adam,M,Gonzales,,0
,Adam,,Edwards,,0
,Adam,L,Flores,,0
,Adam,K,Turner,,0
,Adam,,Butler,,2
,Adam,,Scott,,0
,Adam,G,Washington,,1
,Adam,H,Evans,,0
,Adam,,Hughes,,0
,Adam,,Hill,,0
,Adam,,Hayes,,0
,Adam,M,Green,,1
,Adam,,Simmons,,0
,Adam,L,Roberts,,0
,Adam,M,Gonzales,,0
,Adam,R,Parker,,1
,Adam,,Bryant,,0
,Adam,D,Perez,,0
,Adam,M,Patterson,,1
,Adam,,Adams,,1
,Adam,J,Russell,,0
,Adam,,Wright,,1
,Adam,H,Diaz,,2
,Adam,M,King,,1
,Adam,W,Zhang,,2
,Adam,W,Hernandez,,0
,Adam,M,Jenkins,,2
,Adam,E,Lopez,,0
,Adam,,Perry,,2
,Adam,,Young,,0
,Adam,,Long,,0
,Adam,,Baker,,0
Mr.,Adam,,Barr,,1
,Adam,A,Collins,,0
Mr.,Adam,J.,Reynolds,Jr.,1
,Adam,R,Phillips,,0
,Adam,,Jai,,0
,Adam,A,Hall,,0
,Adam,A,Shan,,1
,Adam,B,Nelson,,1
,Adam,,Sharma,,0
,Adam,A,Campbell,,2
,Adam,L,Wang,,0
,Adam,C,Allen,,0
,Adam,,Ross,,0
,Adam,,Mitchell,,0
,Adam,,Lal,,0
,Adam,J,Gonzalez,,0
,Adam,K,Kumar,,2
,Adam,,Li,,1
,Adam,,Chen,,0
,Adam,,Powell,,0
,Adam,,Henderson,,2
,Adam,,Griffin,,1
,Adina,,Hagege,,0
,Adina,,Hagege,,0
,Adrian,K,Ramirez,,1
,Adrian,,Dumitrascu,,0
,Adrian,,Cooper,,2
,Adrian,L,Gray,,0
,Adrian,P,Ward,,0
,Adrian,,Torres,,0
,Adrian,E,Brooks,,1
,Adrian,C,James,,1
,Adrian,C,Stewart,,2
,Adrian,K,Watson,,0
,Adrian,J,Peterson,,1
,Adrian,C,Richardson,,0
,Adrian,,Sanders,,0
,Adrian,B,Howard,,0
,Adrian,S,Cook,,0
,Adrian,J,Cox,,1
,Adrian,L,Sanchez,,2
,Adrian,,Bailey,,1
,Adrian,,Rivera,,2
,Adrian,,Bell,,1
,Adrian,,Morgan,,0
,Adrian,F,Morris,,0
,Adrian,L,Gray,,0
Sr.,Adrian,,Dumitrascu,,0
,Adrian,J,Peterson,,1
,Adrian,,Torres,,0
,Adrian,,Cooper,,2
,Adrian,J,Cox,,1
,Adrian,K,Ramirez,,1
,Adrian,C,Richardson,,0
,Adrian,B,Howard,,0
,Adrian,S,Cook,,0
,Adrian,L,Sanchez,,2
,Adrian,,Morgan,,0
,Adrian,,Rivera,,2
,Adrian,E,Brooks,,1
,Adrian,P,Ward,,0
,Adrian,C,Stewart,,2
,Adrian,C,James,,1
,Adrian,F,Morris,,0
,Adrian,K,Watson,,0
,Adrian,,Bell,,1
,Adrian,,Sanders,,0
,Adrian,,Bailey,,1
,Adriana,,Rana,,0
,Adriana,,Suri,,0
,Adriana,,Malhotra,,0
,Adriana,,Garcia,,1
,Adriana,,Sanchez,,0
,Adriana,,Kapoor,,0
,Adriana,A,Lopez,,0
,Adriana,,Chandra,,0
,Adriana,,Vance,,2
,Adriana,L,Patel,,0
,Adriana,S,Martinez,,0
,Adriana,,Rodriguez,,1
,Adriana,,Subram,,0
,Adriana,W,Prasad,,0
,Adriana,A,Sai,,1
,Adriana,C,Raman,,1
,Adriana,L,Gonzalez,,2
,Adriana,M,Sara,,2
,Adriana,K,Perez,,0
,Adriana,J,Arthur,,0
,Adriana,,Mehta,,0
,Adriana,,Madan,,1
,Adriana,,Smith,,0
,Adriana,C,Raman,,1
,Adriana,K,Perez,,0
,Adriana,,Mehta,,0
,Adriana,,Kapoor,,0
,Adriana,S,Martinez,,0
,Adriana,,Suri,,0
,Adriana,W,Prasad,,0
,Adriana,A,Lopez,,0
,Adriana,,Garcia,,1
,Adriana,,Chandra,,0
,Adriana,L,Gonzalez,,2
,Adriana,,Smith,,0
,Adriana,,Subram,,0
,Adriana,,Sanchez,,0
,Adriana,A,Sai,,1
,Adriana,,Rana,,0
,Adriana,M,Sara,,2
,Adriana,,Rodriguez,,1
,Adriana,J,Arthur,,0
,Adriana,,Malhotra,,0
,Adriana,L,Patel,,0
,Adriana,,Vance,,2
,Adriana,,Madan,,1
,Adrienne,M,Dominguez,,0
,Adrienne,M,Blanco,,2
,Adrienne,C,Torres,,0
,Adrienne,,Gill,,0
,Adrienne,,Sanz,,1
,Adrienne,,Gutierrez,,2
,Adrienne,L,Alvarez,,2
,Adrienne,L,Jiménez,,2
,Adrienne,,Suarez,,0
,Adrienne,Y,Hernandez,,2
,Adrienne,,Ruiz,,2
,Adrienne,,Gomez,,2
,Adrienne,,Serrano,,0
,Adrienne,,Martin,,0
,Adrienne,,Vazquez,,0
,Adrienne,L,Ramos,,0
,Adrienne,,Navarro,,0
,Adrienne,Y,Ortega,,0
,Adrienne,Y,Hernandez,,2
,Adrienne,,Gutierrez,,2
,Adrienne,,Gill,,0
,Adrienne,,Gomez,,2
,Adrienne,,Martin,,0
,Adrienne,,Ruiz,,2
,Adrienne,M,Dominguez,,0
,Adrienne,C,Torres,,0
,Adrienne,,Navarro,,0
,Adrienne,L,Alvarez,,2
,Adrienne,,Suarez,,0
,Adrienne,,Sanz,,1
,Adrienne,L,Ramos,,0
,Adrienne,Y,Ortega,,0
,Adrienne,,Vazquez,,0
,Adrienne,L,Jiménez,,2
,Adrienne,M,Blanco,,2
,Adrienne,,Serrano,,0
,Aidan,R,Bryant,,0
,Aidan,,Delaney,,0
,Aidan,,Alexander,,0
,Aidan,,Powell,,2
,Aidan,J,Long,,1
,Aidan,,Flores,,1
,Aidan,E,Hughes,,0
,Aidan,O,Perry,,0
,Aidan,G,Gonzales,,0
,Aidan,B,Butler,,1
,Aidan,,Simmons,,0
,Aidan,B,Patterson,,2
,Aidan,,Russell,,0
,Aidan,A,Griffin,,0
,Aidan,,Foster,,0
,Aidan,,Bennett,,0
,Aidan,,Jenkins,,0
,Aidan,,Hayes,,0
,Aidan,,Barnes,,0
,Aidan,,Wood,,1
,Aidan,D,Ross,,0
,Aidan,L,Diaz,,1
,Aidan,,Henderson,,0
,Aidan,L,Coleman,,1
,Aidan,,Washington,,0
,Aidan,,Hayes,,0
Ms.,Aidan,,Delaney,,0
,Aidan,,Jenkins,,0
,Aidan,J,Long,,1
,Aidan,B,Patterson,,2
,Aidan,,Foster,,0
,Aidan,,Simmons,,0
,Aidan,,Powell,,2
,Aidan,L,Coleman,,1
,Aidan,,Barnes,,0
,Aidan,D,Ross,,0
,Aidan,,Wood,,1
,Aidan,,Bennett,,0
,Aidan,G,Gonzales,,0
,Aidan,R,Bryant,,0
,Aidan,,Alexander,,0
,Aidan,,Russell,,0
,Aidan,A,Griffin,,0
,Aidan,L,Diaz,,1
,Aidan,,Henderson,,0
,Aidan,E,Hughes,,0
,Aidan,O,Perry,,0
,Aidan,,Flores,,1
,Aidan,B,Butler,,1
,Aidan,,Washington,,0
,Aimee,R,Hu,,1
,Aimee,J,Lu,,0
,Aimee,,Huang,,0
,Aimee,,Liu,,2
,Aimee,,Wang,,0
,Aimee,R,Ma,,1
,Aimee,,Li,,2
,Aimee,A,He,,0
,Aimee,,Gao,,0
,Aimee,R,Sun,,0
,Aimee,,Zhang,,2
,Aimee,,Chen,,1
,Aimee,,Wu,,0
,Aimee,,Guo,,2
,Aimee,,She,,0
,Aimee,M,Zhou,,0
,Aimee,,Zeng,,2
,Aimee,H,Zheng,,2
,Aimee,,She,,0
,Aimee,,Liu,,2
,Aimee,,Li,,2
,Aimee,,Zeng,,2
,Aimee,,Zhang,,2
,Aimee,,Huang,,0
,Aimee,J,Lu,,0
,Aimee,M,Zhou,,0
,Aimee,H,Zheng,,2
,Aimee,R,Hu,,1
,Aimee,A,He,,0
,Aimee,,Guo,,2
,Aimee,R,Ma,,1
,Aimee,,Gao,,0
,Aimee,R,Sun,,0
,Aimee,,Wang,,0
,Aimee,,Wu,,0
,Aimee,,Chen,,1
,Ajay,,Manchepalli,,0
,Ajay,,Salanki,,0
,Ajay,,Solanki,,2
,Ajay,,Solanki,,2
Mr.,Ajay,,Manchepalli,,0
,Ajay,,Salanki,,0
,Ajay,,Solanki,,2
Mr.,Ajay,,Solanki,,2
,Alan,,Zheng,,0
,Alan,L.,Monitor,,0
,Alan,,Cai,,1
,Alan,,Shen,,2
,Alan,M,Zeng,,2
,Alan,,Steiner,,0
,Alan,L,Yang,,0
,Alan,,Brewer,,1
,Alan,A,He,,0
,Alan,J,Brewer,,0
,Alan,,Hu,,0
,Alan,,Shen,,1
,Alan,V,Liu,,0
,Alan,A,She,,2
,Alan,,Chen,,1
,Alan,,Zhang,,0
,Alan,,Guo,,0
,Alan,A,Huang,,0
,Alan,,Wang,,1
,Alan,,Lin,,0
,Alan,,Ye,,1
,Alan,,Zhou,,1
,Alan,,Xu,,0
,Alan,W,Sun,,0
,Alan,,Zhu,,0
,Alan,,Gao,,0
,Alan,J,Ma,,0
,Alan,L,Liang,,0
,Alan,,Lu,,2
,Alan,M,Li,,1
,Alan,,Gao,,0
Ms.,Alan,L.,Monitor,,0
,Alan,J,Ma,,0
,Alan,,Shen,,2
,Alan,L,Liang,,0
,Alan,J,Brewer,,0
,Alan,,Guo,,0
Mr.,Alan,,Brewer,,1
,Alan,A,He,,0
Mr.,Alan,,Steiner,,0
,Alan,A,Huang,,0
Mr.,Alan,,Shen,,1
,Alan,,Hu,,0
,Alan,,Cai,,1
,Alan,M,Zeng,,2
,Alan,A,She,,2
,Alan,M,Li,,1
,Alan,,Chen,,1
,Alan,,Wang,,1
,Alan,,Zhang,,0
,Alan,,Zheng,,0
,Alan,,Lin,,0
,Alan,,Xu,,0
,Alan,W,Sun,,0
,Alan,,Zhu,,0
,Alan,,Zhou,,1
,Alan,,Lu,,2
,Alan,V,Liu,,0
,Alan,,Ye,,1
,Alan,L,Yang,,0
,Albert,A.,Rhodes,,0
,Albert,,Vazquez,,1
,Albert,,Mungin,,1
,Albert,L,Navarro,,1
,Albert,S,Cabello,,2
,Albert,,Dominguez,,1
,Albert,A,Ortega,,1
,Albert,W,Castro,,2
,Albert,W,Suarez,,1
,Albert,G,Sanz,,1
,Albert,,Rubio,,1
,Albert,E,Ramos,,1
,Albert,,Romero,,1
,Albert,W,Blanco,,0
,Albert,E,Serrano,,1
,Albert,A,Diaz,,0
,Albert,,Hernandez,,0
,Albert,R,Alvarez,,0
,Albert,M,Gomez,,1
,Albert,,Moreno,,0
,Albert,,Martin,,2
,Albert,D,Jiménez,,0
,Albert,M,Alonso,,0
Mr.,Albert,A.,Rhodes,,0
,Albert,W,Castro,,2
Mr.,Albert,,Mungin,,1
,Albert,E,Serrano,,1
,Albert,S,Cabello,,2
,Albert,,Moreno,,0
,Albert,W,Suarez,,1
,Albert,E,Ramos,,1
,Albert,G,Sanz,,1
,Albert,,Martin,,2
,Albert,M,Alonso,,0
,Albert,W,Blanco,,0
,Albert,,Romero,,1
,Albert,L,Navarro,,1
,Albert,D,Jiménez,,0
,Albert,,Rubio,,1
,Albert,,Hernandez,,0
,Albert,R,Alvarez,,0
,Albert,A,Diaz,,0
,Albert,M,Gomez,,1
,Albert,,Vazquez,,1
,Albert,,Dominguez,,1
,Albert,A,Ortega,,1
,Alberto,L,Serrano,,0
,Alberto,R,Blanco,,0
,Alberto,L,Ruiz,,0
,Alberto,A,Diaz,,1
,Alberto,,Alvarez,,2
,Alberto,,Ramos,,0
,Alberto,P,Gill,,0
,Alberto,C,Jiménez,,2
,Alberto,J,Muñoz,,0
,Alberto,R,Dominguez,,1
,Alberto,,Gomez,,1
,Alberto,R,Martin,,0
,Alberto,R,Gutierrez,,0
,Alberto,,Alonso,,1
,Alberto,C,Navarro,,0
,Alberto,,Romero,,1
,Alberto,G,Suarez,,2
,Alberto,D,Hernandez,,0
,Alberto,W,Rowe,,0
,Alberto,F.,Baltazar,,0
,Alberto,,Ortega,,1
,Alberto,M,Sanz,,1
,Alberto,L,Serrano,,0
,Alberto,,Ramos,,0
,Alberto,R,Martin,,0
,Alberto,,Gomez,,1
,Alberto,C,Navarro,,0
,Alberto,L,Ruiz,,0
,Alberto,A,Diaz,,1
,Alberto,R,Dominguez,,1
,Alberto,W,Rowe,,0
,Alberto,R,Blanco,,0
,Alberto,P,Gill,,0
,Alberto,M,Sanz,,1
,Alberto,J,Muñoz,,0
,Alberto,,Alonso,,1
,Alberto,G,Suarez,,2
Mr.,Alberto,F.,Baltazar,,0
,Alberto,,Romero,,1
,Alberto,,Alvarez,,2
,Alberto,D,Hernandez,,0
,Alberto,,Ortega,,1
,Alberto,R,Gutierrez,,0
,Alberto,C,Jiménez,,2
,Aldeen,J.,Gallagher,,2
Ms.,Aldeen,J.,Gallagher,,2
,Alejandro,M,Yang,,0
,Alejandro,E,McGuel,,0
,Alejandro,P,Zhang,,1
,Alejandro,,McGuel,,0
,Alejandro,,Guo,,1
,Alejandro,A,Zhou,,2
,Alejandro,J,Nath,,0
,Alejandro,W,Ye,,0
,Alejandro,,Deng,,0
,Alejandro,C,Zhao,,1
,Alejandro,K,Zheng,,0
,Alejandro,S,Nara,,0
,Alejandro,,Wang,,0
,Alejandro,L,Lin,,0
,Alejandro,,Wu,,0
,Alejandro,,Chen,,0
,Alejandro,L,Ma,,0
,Alejandro,A,Li,,0
,Alejandro,R,Anand,,1
,Alejandro,E,Raji,,0
,Alejandro,R,Liu,,0
,Alejandro,,Beck,,0
,Alejandro,P,Gao,,1
,Alejandro,,Lu,,0
,Alejandro,K,Goel,,0
,Alejandro,W,Liang,,2
,Alejandro,,Huang,,1
,Alejandro,M,Chander,,2
,Alejandro,R,Rai,,0
,Alejandro,E,Zhu,,0
,Alejandro,L,Tang,,0
,Alejandro,,Lal,,0
,Alejandro,,Kumar,,1
,Alejandro,J,Yuan,,0
,Alejandro,J,Cai,,0
,Alejandro,K,Luo,,1
,Alejandro,J,Xu,,1
,Alejandro,F,Chavez,,0
,Alejandro,,Xie,,0
,Alejandro,T,Sharma,,2
,Alejandro,,Hu,,1
,Alejandro,J,Zeng,,1
,Alejandro,J,Shen,,1
,Alejandro,R,Xu,,1
,Alejandro,B,Sun,,0
,Alejandro,,Shan,,0
,Alejandro,H,She,,1
,Alejandro,B,Andersen,,1
,Alejandro,T,Sharma,,2
Mr.,Alejandro,,McGuel,,0
,Alejandro,,Shan,,0
,Alejandro,E,McGuel,,0
,Alejandro,B,Andersen,,1
,Alejandro,,Lal,,0
,Alejandro,K,Goel,,0
,Alejandro,M,Chander,,2
,Alejandro,S,Nara,,0
,Alejandro,R,Rai,,0
,Alejandro,J,Nath,,0
,Alejandro,,Beck,,0
,Alejandro,E,Raji,,0
,Alejandro,R,Anand,,1
,Alejandro,F,Chavez,,0
,Alejandro,,Kumar,,1
,Alejandro,J,Xu,,1
,Alejandro,K,Luo,,1
,Alejandro,P,Gao,,1
,Alejandro,E,Zhu,,0
,Alejandro,B,Sun,,0
,Alejandro,R,Xu,,1
,Alejandro,,Lu,,0
,Alejandro,C,Zhao,,1
,Alejandro,W,Ye,,0
,Alejandro,A,Zhou,,2
,Alejandro,,Wu,,0
,Alejandro,,Huang,,1
,Alejandro,M,Yang,,0
,Alejandro,R,Liu,,0
,Alejandro,A,Li,,0
,Alejandro,,Chen,,0
,Alejandro,,Wang,,0
,Alejandro,P,Zhang,,1
,Alejandro,J,Yuan,,0
,Alejandro,L,Ma,,0
,Alejandro,W,Liang,,2
,Alejandro,L,Lin,,0
,Alejandro,H,She,,1
,Alejandro,,Xie,,0
,Alejandro,L,Tang,,0
,Alejandro,J,Shen,,1
,Alejandro,,Hu,,1
,Alejandro,J,Cai,,0
,Alejandro,,Deng,,0
,Alejandro,K,Zheng,,0
,Alejandro,J,Zeng,,1
,Alejandro,,Guo,,1
,Alex,,Hankin,,0
,Alex,L,Torres,,2
,Alex,M,Nayberg,,1
,Alex,C,Hill,,0
,Alex,,Nayberg,,0
,Alex,,Morris,,1
,Alex,I,Reed,,0
,Alex,K,Edwards,,2
,Alex,E,Richardson,,0
,Alex,,Parker,,1
,Alex,,Cox,,1
,Alex,,Gray,,0
,Alex,C,Evans,,2
,Alex,L,Cooper,,0
,Alex,L,James,,0
,Alex,J,Ramirez,,1
,Alex,,Lopez,,1
,Alex,M,Peterson,,0
,Alex,F,Phillips,,1
,Alex,,Nelson,,0
,Alex,O,Kelly,,0
,Alex,,Murphy,,0
,Alex,L,Bailey,,0
,Alex,I,Ward,,2
,Alex,,Perez,,0
,Alex,M,Carter,,2
,Alex,,Cook,,0
,Alex,A,Gonzalez,,1
,Alex,M,Bell,,2
,Alex,M,Morgan,,1
,Alex,,Baker,,0
,Alex,K,Roberts,,0
